processflag	insert_platform	insert_user	insert_date	update_platform	update_user	update_date	delete_platform	delete_user	delete_date	cru_csvnote	is_erpsent	is_enabled	i	id	code_erp	description	company	first_name	last_name_1	last_name_2	taxid_nr	address	email	phone_1	phone_2	contact	contact_phone	is_robinson_email	id_country	id_seller	id_type	last_sale	is_validated	id_userext	id_type_gender	birthdate	bonus_points
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	21	400001009185	Desc. CUSTOMER DEMO (21)	Comp. Desc. CUSTOMER DEMO (21)	Fn. 400001009185	Ln1. 400001009185	Ln2. DEMO 21	\N	Addr. DEMMO OF 21	email21@somedomain.loc	ph1-	ph2-565-5284	Cont. DEMO CONTACT 21	Cont ph. 400001	Yes	1	4	0	40666.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	22	400001013540	Desc. CUSTOMER DEMO (22)	Comp. Desc. CUSTOMER DEMO (22)	Fn. 400001013540	Ln1. 400001013540	Ln2. DEMO 22	\N	Addr. DEMMO OF 22	email22@somedomain.loc	ph1-582  3055	ph2-582 6899	Cont. DEMO CONTACT 22	Cont ph. 400001	Yes	1	4	0	0.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	23	400001014509	Desc. CUSTOMER DEMO (23)	Comp. Desc. CUSTOMER DEMO (23)	Fn. 400001014509	Ln1. 400001014509	Ln2. DEMO 23	\N	Addr. DEMMO OF 23	email23@somedomain.loc	ph1-747-2604	ph2-	Cont. DEMO CONTACT 23	Cont ph. 400001	Yes	1	4	0	40766.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	24	400001009840	Desc. CUSTOMER DEMO (24)	Comp. Desc. CUSTOMER DEMO (24)	Fn. 400001009840	Ln1. 400001009840	Ln2. DEMO 24	\N	Addr. DEMMO OF 24	email24@somedomain.loc	ph1-858778	ph2-854652	Cont. DEMO CONTACT 24	Cont ph. 400001	Yes	1	4	0	0.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	25	400001001035	Desc. CUSTOMER DEMO (25)	Comp. Desc. CUSTOMER DEMO (25)	Fn. 400001001035	Ln1. 400001001035	Ln2. DEMO 25	\N	Addr. DEMMO OF 25	email25@somedomain.loc	ph1-584-6662	ph2-584-1716	Cont. DEMO CONTACT 25	Cont ph. 400001	Yes	1	4	0	41283.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	26		Desc. CUSTOMER DEMO (26)	Comp. Desc. CUSTOMER DEMO (26)	Fn. 	Ln1. 	Ln2. DEMO 26	\N	Addr. DEMMO OF 26	email26@somedomain.loc	ph1-585 3293	ph2-	Cont. DEMO CONTACT 26	Cont ph. 	Yes	1	4	0	39881.652	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	27	400001007303	Desc. CUSTOMER DEMO (27)	Comp. Desc. CUSTOMER DEMO (27)	Fn. 400001007303	Ln1. 400001007303	Ln2. DEMO 27	\N	Addr. DEMMO OF 27	email27@somedomain.loc	ph1-582 1547	ph2-	Cont. DEMO CONTACT 27	Cont ph. 400001	Yes	1	4	0	41297.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	28	400001008614	Desc. CUSTOMER DEMO (28)	Comp. Desc. CUSTOMER DEMO (28)	Fn. 400001008614	Ln1. 400001008614	Ln2. DEMO 28	\N	Addr. DEMMO OF 28	email28@somedomain.loc	ph1-	ph2-	Cont. DEMO CONTACT 28	Cont ph. 400001	Yes	1	4	0	0.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	29	400001008881	Desc. CUSTOMER DEMO (29)	Comp. Desc. CUSTOMER DEMO (29)	Fn. 400001008881	Ln1. 400001008881	Ln2. DEMO 29	\N	Addr. DEMMO OF 29	email29@somedomain.loc	ph1-594-2150	ph2-	Cont. DEMO CONTACT 29	Cont ph. 400001	Yes	1	4	0	40980.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	30	400001000595	Desc. CUSTOMER DEMO (30)	Comp. Desc. CUSTOMER DEMO (30)	Fn. 400001000595	Ln1. 400001000595	Ln2. DEMO 30	\N	Addr. DEMMO OF 30	email30@somedomain.loc	ph1-582-2558	ph2-	Cont. DEMO CONTACT 30	Cont ph. 400001	Yes	1	4	0	41319.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	31	400001000977	Desc. CUSTOMER DEMO (31)	Comp. Desc. CUSTOMER DEMO (31)	Fn. 400001000977	Ln1. 400001000977	Ln2. DEMO 31	\N	Addr. DEMMO OF 31	email31@somedomain.loc	ph1-	ph2-	Cont. DEMO CONTACT 31	Cont ph. 400001	Yes	1	4	0	41323.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	32	400001002001	Desc. CUSTOMER DEMO (32)	Comp. Desc. CUSTOMER DEMO (32)	Fn. 400001002001	Ln1. 400001002001	Ln2. DEMO 32	\N	Addr. DEMMO OF 32	email32@somedomain.loc	ph1-834296	ph2-	Cont. DEMO CONTACT 32	Cont ph. 400001	Yes	1	4	0	41233.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	33	400001002421	Desc. CUSTOMER DEMO (33)	Comp. Desc. CUSTOMER DEMO (33)	Fn. 400001002421	Ln1. 400001002421	Ln2. DEMO 33	\N	Addr. DEMMO OF 33	email33@somedomain.loc	ph1-582 2704	ph2-	Cont. DEMO CONTACT 33	Cont ph. 400001	Yes	1	4	0	41206.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	34	400001002568	Desc. CUSTOMER DEMO (34)	Comp. Desc. CUSTOMER DEMO (34)	Fn. 400001002568	Ln1. 400001002568	Ln2. DEMO 34	\N	Addr. DEMMO OF 34	email34@somedomain.loc	ph1-	ph2-	Cont. DEMO CONTACT 34	Cont ph. 400001	Yes	1	4	0	40352.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	35	400001003411	Desc. CUSTOMER DEMO (35)	Comp. Desc. CUSTOMER DEMO (35)	Fn. 400001003411	Ln1. 400001003411	Ln2. DEMO 35	\N	Addr. DEMMO OF 35	email35@somedomain.loc	ph1-585-3709	ph2-Fax 585-904	Cont. DEMO CONTACT 35	Cont ph. 400001	Yes	1	4	0	41190.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	36	400001004142	Desc. CUSTOMER DEMO (36)	Comp. Desc. CUSTOMER DEMO (36)	Fn. 400001004142	Ln1. 400001004142	Ln2. DEMO 36	\N	Addr. DEMMO OF 36	email36@somedomain.loc	ph1-584-7688	ph2-	Cont. DEMO CONTACT 36	Cont ph. 400001	Yes	1	4	0	41305.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	37	400001004296	Desc. CUSTOMER DEMO (37)	Comp. Desc. CUSTOMER DEMO (37)	Fn. 400001004296	Ln1. 400001004296	Ln2. DEMO 37	\N	Addr. DEMMO OF 37	email37@somedomain.loc	ph1-583-3700	ph2-	Cont. DEMO CONTACT 37	Cont ph. 400001	Yes	1	4	0	41124.000	1	\N	\N	\N	0
\N	1	1	20130827212306	4	1	20161021151950	\N	\N	\N	\N	0	1	\N	38	400001004401	Desc. CUSTOMER DEMO (38)	Comp. Desc. CUSTOMER DEMO (38)	Fn. 400001004401	Ln1. 400001004401	Ln2. DEMO 38	\N	Addr. DEMMO OF 38	email38@somedomain.loc	ph1-583-6599	ph2-	Cont. DEMO CONTACT 38	Cont ph. 400001		1	4	0	41232.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	39	400001005248	Desc. CUSTOMER DEMO (39)	Comp. Desc. CUSTOMER DEMO (39)	Fn. 400001005248	Ln1. 400001005248	Ln2. DEMO 39	\N	Addr. DEMMO OF 39	email39@somedomain.loc	ph1-832905	ph2-	Cont. DEMO CONTACT 39	Cont ph. 400001	Yes	1	4	0	39857.393	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	40	400001006375	Desc. CUSTOMER DEMO (40)	Comp. Desc. CUSTOMER DEMO (40)	Fn. 400001006375	Ln1. 400001006375	Ln2. DEMO 40	\N	Addr. DEMMO OF 40	email40@somedomain.loc	ph1-593-5050	ph2-	Cont. DEMO CONTACT 40	Cont ph. 400001	Yes	1	4	0	41281.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	41	400001006702	Desc. CUSTOMER DEMO (41)	Comp. Desc. CUSTOMER DEMO (41)	Fn. 400001006702	Ln1. 400001006702	Ln2. DEMO 41	\N	Addr. DEMMO OF 41	email41@somedomain.loc	ph1-875294	ph2-	Cont. DEMO CONTACT 41	Cont ph. 400001	Yes	1	4	0	41318.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	42		Desc. CUSTOMER DEMO (42)	Comp. Desc. CUSTOMER DEMO (42)	Fn. 	Ln1. 	Ln2. DEMO 42	\N	Addr. DEMMO OF 42	email42@somedomain.loc	ph1-585-7795	ph2-585-5309	Cont. DEMO CONTACT 42	Cont ph. 	Yes	1	4	0	40141.472	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	43		Desc. CUSTOMER DEMO (43)	Comp. Desc. CUSTOMER DEMO (43)	Fn. 	Ln1. 	Ln2. DEMO 43	\N	Addr. DEMMO OF 43	email43@somedomain.loc	ph1-582-6633	ph2-583-2896	Cont. DEMO CONTACT 43	Cont ph. 	Yes	1	4	0	41318.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	44		Desc. CUSTOMER DEMO (44)	Comp. Desc. CUSTOMER DEMO (44)	Fn. 	Ln1. 	Ln2. DEMO 44	\N	Addr. DEMMO OF 44	email44@somedomain.loc	ph1-528 5808	ph2-585 3766	Cont. DEMO CONTACT 44	Cont ph. 	Yes	1	4	0	41305.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	45	400001007136	Desc. CUSTOMER DEMO (45)	Comp. Desc. CUSTOMER DEMO (45)	Fn. 400001007136	Ln1. 400001007136	Ln2. DEMO 45	\N	Addr. DEMMO OF 45	email45@somedomain.loc	ph1-583-6422	ph2-583-6420	Cont. DEMO CONTACT 45	Cont ph. 400001	Yes	1	4	0	40533.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	46		Desc. CUSTOMER DEMO (46)	Comp. Desc. CUSTOMER DEMO (46)	Fn. 	Ln1. 	Ln2. DEMO 46	\N	Addr. DEMMO OF 46	email46@somedomain.loc	ph1-584-4411	ph2-584-9424	Cont. DEMO CONTACT 46	Cont ph. 	Yes	1	4	0	39966.582	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	47		Desc. CUSTOMER DEMO (47)	Comp. Desc. CUSTOMER DEMO (47)	Fn. 	Ln1. 	Ln2. DEMO 47	\N	Addr. DEMMO OF 47	email47@somedomain.loc	ph1-588-5555	ph2-588-5560	Cont. DEMO CONTACT 47	Cont ph. 	Yes	1	4	0	40857.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	48		Desc. CUSTOMER DEMO (48)	Comp. Desc. CUSTOMER DEMO (48)	Fn. 	Ln1. 	Ln2. DEMO 48	\N	Addr. DEMMO OF 48	email48@somedomain.loc	ph1-585 7086	ph2-585-7089	Cont. DEMO CONTACT 48	Cont ph. 	Yes	1	4	0	41292.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	49		Desc. CUSTOMER DEMO (49)	Comp. Desc. CUSTOMER DEMO (49)	Fn. 	Ln1. 	Ln2. DEMO 49	\N	Addr. DEMMO OF 49	email49@somedomain.loc	ph1-528-4700	ph2-583-8003	Cont. DEMO CONTACT 49	Cont ph. 	Yes	1	4	0	41177.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	50		Desc. CUSTOMER DEMO (50)	Comp. Desc. CUSTOMER DEMO (50)	Fn. 	Ln1. 	Ln2. DEMO 50	\N	Addr. DEMMO OF 50	email50@somedomain.loc	ph1-585 8102	ph2-585 5639 Fa	Cont. DEMO CONTACT 50	Cont ph. 	Yes	1	4	0	41157.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	51		Desc. CUSTOMER DEMO (51)	Comp. Desc. CUSTOMER DEMO (51)	Fn. 	Ln1. 	Ln2. DEMO 51	\N	Addr. DEMMO OF 51	email51@somedomain.loc	ph1-583-5000 ex	ph2-583-4258	Cont. DEMO CONTACT 51	Cont ph. 	Yes	1	4	0	40274.456	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	52		Desc. CUSTOMER DEMO (52)	Comp. Desc. CUSTOMER DEMO (52)	Fn. 	Ln1. 	Ln2. DEMO 52	\N	Addr. DEMMO OF 52	email52@somedomain.loc	ph1-587 0087	ph2-587 0087	Cont. DEMO CONTACT 52	Cont ph. 	Yes	1	4	0	41229.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	53		Desc. CUSTOMER DEMO (53)	Comp. Desc. CUSTOMER DEMO (53)	Fn. 	Ln1. 	Ln2. DEMO 53	\N	Addr. DEMMO OF 53	email53@somedomain.loc	ph1-594-3872	ph2-	Cont. DEMO CONTACT 53	Cont ph. 	No	1	4	0	41303.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	54		Desc. CUSTOMER DEMO (54)	Comp. Desc. CUSTOMER DEMO (54)	Fn. 	Ln1. 	Ln2. DEMO 54	\N	Addr. DEMMO OF 54	email54@somedomain.loc	ph1-5933021	ph2-	Cont. DEMO CONTACT 54	Cont ph. 	Yes	1	4	0	41188.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	55		Desc. CUSTOMER DEMO (55)	Comp. Desc. CUSTOMER DEMO (55)	Fn. 	Ln1. 	Ln2. DEMO 55	\N	Addr. DEMMO OF 55	email55@somedomain.loc	ph1-583-2650	ph2-582-5761	Cont. DEMO CONTACT 55	Cont ph. 	Yes	1	4	0	41325.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	56		Desc. CUSTOMER DEMO (56)	Comp. Desc. CUSTOMER DEMO (56)	Fn. 	Ln1. 	Ln2. DEMO 56	\N	Addr. DEMMO OF 56	email56@somedomain.loc	ph1-734 3069	ph2-	Cont. DEMO CONTACT 56	Cont ph. 	Yes	1	4	0	41240.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	57		Desc. CUSTOMER DEMO (57)	Comp. Desc. CUSTOMER DEMO (57)	Fn. 	Ln1. 	Ln2. DEMO 57	\N	Addr. DEMMO OF 57	email57@somedomain.loc	ph1-837773	ph2-854403	Cont. DEMO CONTACT 57	Cont ph. 	Yes	1	4	0	0.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	58		Desc. CUSTOMER DEMO (58)	Comp. Desc. CUSTOMER DEMO (58)	Fn. 	Ln1. 	Ln2. DEMO 58	\N	Addr. DEMMO OF 58	email58@somedomain.loc	ph1-567-1973	ph2-	Cont. DEMO CONTACT 58	Cont ph. 	No	1	4	0	41310.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	59		Desc. CUSTOMER DEMO (59)	Comp. Desc. CUSTOMER DEMO (59)	Fn. 	Ln1. 	Ln2. DEMO 59	\N	Addr. DEMMO OF 59	email59@somedomain.loc	ph1-593-2135	ph2-	Cont. DEMO CONTACT 59	Cont ph. 	Yes	1	4	0	40329.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	60		Desc. CUSTOMER DEMO (60)	Comp. Desc. CUSTOMER DEMO (60)	Fn. 	Ln1. 	Ln2. DEMO 60	\N	Addr. DEMMO OF 60	email60@somedomain.loc	ph1-587-3292	ph2-	Cont. DEMO CONTACT 60	Cont ph. 	Yes	1	4	0	40109.634	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	61		Desc. CUSTOMER DEMO (61)	Comp. Desc. CUSTOMER DEMO (61)	Fn. 	Ln1. 	Ln2. DEMO 61	\N	Addr. DEMMO OF 61	email61@somedomain.loc	ph1-7302009	ph2-5855502	Cont. DEMO CONTACT 61	Cont ph. 	Yes	1	4	0	40624.000	1	\N	\N	\N	0
\N	1	1	20130827212306	\N	1	20130827212306	\N	\N	\N	\N	0	1	\N	62		Desc. CUSTOMER DEMO (62)	Comp. Desc. CUSTOMER DEMO (62)	Fn. 	Ln1. 	Ln2. DEMO 62	\N	Addr. DEMMO OF 62	email62@somedomain.loc	ph1-5828344	ph2-5829845(Fax	Cont. DEMO CONTACT 62	Cont ph. 	Yes	1	4	0	41041.000	1	\N	\N	\N	0
